SpendID,CampaignDate,CampaignID,ChannelID,Ad_Spend,AttributedRevenue,Conversions,AvgOrderValue,CPA,CVR
MKT000005251,21/12/2024,CMP00119,CH01,1039.48,5146.99,33,127.38,31.5,0.0299
MKT000005252,07/04/2024,CMP00062,CH02,80.0,781.87,11,109.05,7.27,0.0007
MKT000005255,23/08/2024,CMP00106,CH04,1423.59,7625.65,43,83.03,33.11,0.0053
MKT000005257,05/10/2024,CMP00095,CH02,111.0,353.57,1,79.02,111.0,0.0003
MKT000005258,29/12/2024,CMP00165,CH01,1288.52,6958.02,24,121.3,53.69,0.0019
MKT000005261,09/03/2024,CMP00258,CH03,812.32,8305.53,54,92.06,15.04,0.0072
MKT000005277,22/07/2024,CMP00179,CH02,135.89,1249.59,5,105.1,27.18,0.0012
MKT000005280,08/05/2024,CMP00077,CH01,2688.11,2314.11,10,75.03,268.81,0.0007
MKT000005281,08/02/2024,CMP00136,CH01,737.56,902.9,4,76.24,184.39,0.0012
MKT000005290,11/04/2024,CMP00165,CH01,1588.27,1262.39,5,127.08,317.65,0.0009
MKT000005291,16/03/2024,CMP00096,CH03,375.12,1506.87,6,53.7,62.52,0.0004
MKT000005292,29/08/2024,CMP00163,CH04,881.9,1100.93,4,95.32,220.47,0.0003
MKT000005307,15/11/2024,CMP00083,CH05,3420.33,26549.23,154,119.11,22.21,0.0124
MKT000005313,04/03/2024,CMP00099,CH02,80.0,877.65,3,95.93,26.67,0.0002
MKT000005333,23/09/2024,CMP00037,CH05,895.83,2438.72,7,73.83,127.98,0.0019
MKT000005334,08/12/2024,CMP00122,CH06,4493.79,6107.79,24,72.01,187.24,0.0029
MKT000005340,08/02/2024,CMP00036,CH03,894.63,6579.82,48,78.12,18.64,0.0097
MKT000005353,25/02/2024,CMP00167,CH03,299.03,1362.54,5,72.3,59.81,0.0007
MKT000005355,10/05/2024,CMP00066,CH04,2498.79,8989.11,25,107.43,99.95,0.0022
MKT000005357,30/12/2024,CMP00218,CH01,2764.96,19820.64,65,75.94,42.54,0.0094
MKT000005359,10/08/2024,CMP00212,CH01,944.28,6173.04,21,89.84,44.97,0.0024
MKT000005363,13/10/2024,CMP00092,CH02,108.43,1843.68,7,82.88,15.49,0.0011
MKT000005365,23/09/2024,CMP00006,CH04,657.88,4450.64,21,89.7,31.33,0.0044
MKT000005368,05/12/2024,CMP00182,CH02,488.34,3051.04,13,89.52,37.56,0.0017
MKT000005373,30/07/2024,CMP00042,CH04,713.02,2798.17,6,71.59,118.84,0.0053
MKT000005376,01/09/2024,CMP00148,CH02,277.45,4353.97,20,67.33,13.87,0.0029
MKT000005379,28/04/2024,CMP00201,CH02,108.65,896.74,2,112.84,54.33,0.0007
MKT000005382,07/08/2024,CMP00005,CH06,351.43,1279.64,4,84.06,87.86,0.0003
MKT000005385,25/02/2024,CMP00170,CH02,"499,50",3061.94,17,73.37,29.38,0.001
MKT000005386,26/04/2024,CMP00045,CH05,2622.86,17813.88,100,93.23,26.23,0.0181
MKT000005388,02/09/2024,CMP00093,CH06,2109.72,8254.94,45,108.02,46.88,0.0143
MKT000005393,23/12/2024,CMP00241,CH05,4722.05,34431.12,225,106.75,20.99,0.0236
MKT000005395,20/10/2024,CMP00110,CH06,1364.55,4036.87,11,73.31,124.05,0.0011
MKT000005402,14/02/2024,CMP00201,CH02,170.11,2841.45,16,73.33,10.63,0.0018
MKT000005410,22/11/2024,CMP00251,CH04,1345.34,6011.8,34,102.87,39.57,0.0023
MKT000005414,11/11/2024,CMP00249,CH02,223.65,1473.42,5,107.5,44.73,0.0003
MKT000005417,29/01/2024,CMP00169,CH03,227.09,2696.32,16,95.06,14.19,0.0018
MKT000005418,04/01/2024,CMP00238,CH04,835.06,5933.18,28,75.12,29.82,0.0059
MKT000005434,13/04/2024,CMP00075,CH01,352.89,2429.77,11,128.35,32.08,0.0018
MKT000005438,14/09/2024,CMP00038,CH01,5173.36,39354.39,149,85.74,34.72,0.0103
MKT000005440,01/11/2024,CMP00263,CH04,13296.12,74821.64,260,78.89,51.14,0.0176
MKT000005458,31/01/2024,CMP00016,CH01,1892.74,6840.28,35,86.98,54.08,0.0035
MKT000005466,15/07/2024,CMP00039,CH04,2581.99,10829.17,45,50.44,57.38,0.0046
MKT000005467,24/12/2024,CMP00235,CH06,2263.62,4673.72,24,120.84,94.32,0.0092
MKT000005470,14/12/2024,CMP00066,CH04,10312.1,82834.17,260,108.3,39.66,0.0209
MKT000005485,23/11/2024,CMP00075,CH01,8219.73,34549.83,136,99.13,60.44,0.0218
MKT000005500,28/10/2024,CMP00080,CH01,1294.8,4286.17,29,64.29,44.65,0.0031
MKT000005501,09/08/2024,CMP00102,CH02,210.11,2252.79,3,81.89,70.04,0.0002
MKT000005504,15/02/2024,CMP00210,CH06,3296.58,11878.11,38,87.75,86.75,0.0022
MKT000005509,28/11/2024,CMP00143,CH04,2325.52,6442.1,31,96.96,75.02,0.0196
MKT000005512,23/09/2024,CMP00102,CH02,"101,43",660.5,3,61.77,33.81,0.0002
MKT000005517,25/12/2024,CMP00087,CH06,2598.95,7301.33,34,64.5,76.44,0.0053
MKT000005524,15/10/2024,CMP00122,CH06,754.07,2740.33,11,105.01,68.55,0.0011
MKT000005525,24/10/2024,CMP00150,CH03,1190.4,6587.38,37,64.47,32.17,0.0043
MKT000005534,22/04/2024,CMP00152,CH01,905.84,5163.53,30,56.31,30.19,0.0029
MKT000005545,16/11/2024,CMP00063,CH02,143.14,2553.29,7,104.59,20.45,0.0009
MKT000005547,19/06/2024,CMP00017,CH04,1101.86,5035.54,21,68.06,52.47,0.0059
MKT000005552,11/12/2024,CMP00123,CH06,681.64,3542.33,13,108.1,52.43,0.0011
MKT000005558,03/12/2024,CMP00172,CH03,2572.48,21528.13,166,129.56,15.5,0.0448
MKT000005562,05/12/2024,CMP00103,CH05,4792.54,35470.87,129,73.16,37.15,0.0533
MKT000005583,10/08/2024,CMP00251,CH04,1684.92,3289.44,21,89.3,80.23,0.004
MKT000005588,20/11/2024,CMP00169,CH03,704.95,3073.4,24,78.88,29.37,0.0144
MKT000005589,28/12/2024,CMP00144,CH04,2284.89,6473.39,23,127.66,99.34,0.0017
MKT000005594,07/03/2024,CMP00071,CH04,1231.12,6890.07,42,79.92,29.31,0.0025
MKT000005597,12/09/2024,CMP00058,CH05,1574.6,13581.53,55,67.07,28.63,0.0031
MKT000005598,24/01/2024,CMP00250,CH03,849.43,3189.78,18,102.79,47.19,0.0033
MKT000005604,23/11/2024,CMP00006,CH04,4193.92,19560.28,95,86.19,44.15,0.0147
MKT000005618,13/04/2024,CMP00216,CH03,191.43,1636.1,14,91.85,13.67,0.0013
MKT000005619,02/01/2024,CMP00172,CH03,513.24,4393.62,23,96.65,22.31,0.0158
MKT000005620,13/02/2024,CMP00246,CH03,376.81,1156.22,12,97.65,31.4,0.0021
MKT000005621,17/04/2024,CMP00103,CH05,2284.34,22282.06,100,110.74,22.84,0.0093
MKT000005624,15/04/2024,CMP00224,CH02,126.68,1414.49,3,59.7,42.23,0.0002
MKT000005626,02/09/2024,CMP00118,CH01,2617.63,11910.36,51,66.22,51.33,0.0081
MKT000005630,03/02/2024,CMP00026,CH02,131.78,3240.0,9,105.92,14.64,0.0006
MKT000005642,12/05/2024,CMP00195,CH05,4279.85,37137.22,129,87.9,33.18,0.0169
MKT000005646,27/04/2024,CMP00194,CH05,6603.45,19669.19,71,64.38,93.01,0.0074
MKT000005647,14/05/2024,CMP00068,CH01,1261.57,7581.74,21,64.92,60.07,0.0027
MKT000005648,08/04/2024,CMP00234,CH02,80.0,987.83,3,90.15,26.67,0.0019
MKT000005649,22/04/2024,CMP00260,CH03,618.86,7196.67,41,108.01,15.09,0.0115
MKT000005650,18/11/2024,CMP00166,CH02,179.87,968.54,12,107.98,14.99,0.008
MKT000005651,19/10/2024,CMP00192,CH01,1512.34,1279.89,7,99.94,216.05,0.0005
MKT000005653,07/08/2024,CMP00272,CH05,967.27,11447.42,40,103.27,24.18,0.0139
MKT000005657,07/09/2024,CMP00118,CH01,366.06,1537.2,10,67.76,36.61,0.0021
MKT000005661,02/09/2024,CMP00214,CH03,"305,78",2981.29,35,93.34,8.74,0.0035
MKT000005669,24/08/2024,CMP00176,CH05,772.69,2970.92,15,54.14,51.51,0.001
MKT000005671,29/01/2024,CMP00074,CH01,"516,93",2502.75,9,84.88,57.44,0.0011
MKT000005674,28/11/2024,CMP00216,CH03,480.48,4779.67,36,91.06,13.35,0.0055
MKT000005675,12/02/2024,CMP00198,CH04,4286.64,21806.12,104,51.48,41.22,0.0181
MKT000005677,17/02/2024,CMP00228,CH01,1505.54,6674.65,48,103.87,31.37,0.004
MKT000005678,19/10/2024,CMP00129,CH04,2051.37,11782.63,49,58.19,41.86,0.0093
MKT000005679,05/08/2024,CMP00142,CH06,956.71,2183.15,7,84.59,136.67,0.0024
MKT000005681,28/02/2024,CMP00186,CH04,4266.86,27819.53,125,86.39,34.13,0.0215
MKT000005686,22/11/2024,CMP00178,CH01,1981.44,14257.42,48,101.88,41.28,0.0027
MKT000005688,05/08/2024,CMP00210,CH06,740.47,1461.51,4,100.72,185.12,0.0004
MKT000005694,20/11/2024,CMP00059,CH05,3064.14,19589.68,106,83.99,28.91,0.0154
MKT000005695,24/11/2024,CMP00155,CH03,375.73,2426.4,23,75.14,16.34,0.0013
MKT000005699,02/08/2024,CMP00113,CH03,2252.63,12401.86,85,123.0,26.5,0.0078
MKT000005705,19/09/2024,CMP00010,CH01,923.27,4721.15,11,107.14,83.93,0.0067
MKT000005710,05/04/2024,CMP00201,CH02,198.53,1370.37,7,104.33,28.36,0.0013
MKT000005717,31/12/2024,CMP00139,CH03,1032.55,6426.9,37,73.27,27.91,0.0055
MKT000005723,24/11/2024,CMP00037,CH05,1340.1,7714.88,43,106.55,31.17,0.0033
MKT000005725,13/04/2024,CMP00194,CH05,1864.89,4586.33,24,92.85,77.7,0.0016
MKT000005733,21/10/2024,CMP00205,CH03,755.73,4886.84,46,75.84,16.43,0.0106
MKT000005737,24/06/2024,CMP00258,CH03,555.53,4429.43,17,101.45,32.68,0.0013
MKT000005738,17/04/2024,CMP00271,CH03,357.42,2725.48,14,117.98,25.53,0.001
MKT000005742,06/12/2024,CMP00273,CH05,1226.07,7190.39,24,92.01,51.09,0.0014
MKT000005749,04/10/2024,CMP00014,CH03,624.65,8204.87,81,77.66,7.71,0.0078
MKT000005750,12/09/2024,CMP00167,CH03,684.35,2656.32,20,105.91,34.22,0.0022
MKT000005771,01/12/2024,CMP00092,CH02,287.79,3088.86,12,115.47,23.98,0.0011
MKT000005776,08/02/2024,CMP00189,CH01,3009.63,11399.18,37,63.53,81.34,0.0022
MKT000005777,31/08/2024,CMP00234,CH02,332.32,3260.86,15,100.9,22.15,0.0043
MKT000005778,28/08/2024,CMP00001,CH04,1142.94,5751.65,33,50.75,34.63,0.0022
MKT000005779,29/06/2024,CMP00027,CH02,80.0,745.31,4,94.03,20.0,0.0042
MKT000005782,26/09/2024,CMP00053,CH04,1161.6,5815.92,21,78.32,55.31,0.008
MKT000005783,19/04/2024,CMP00042,CH04,7066.33,27227.71,100,83.93,70.66,0.0142
MKT000005784,29/07/2024,CMP00052,CH04,517.2,3135.51,7,96.81,73.89,0.0024
MKT000005786,28/05/2024,CMP00203,CH02,795.95,14422.55,40,98.58,19.9,0.0033
MKT000005795,13/01/2024,CMP00189,CH01,943.86,4887.32,35,115.39,26.97,0.0022
MKT000005800,23/04/2024,CMP00087,CH06,1987.79,5525.66,29,100.76,68.54,0.013
MKT000005802,29/10/2024,CMP00056,CH04,"1863,68",8852.45,29,92.34,64.26,0.0048
MKT000005813,28/09/2024,CMP00075,CH01,3753.23,30393.19,139,68.4,27.0,0.0655
MKT000005819,03/04/2024,CMP00196,CH03,743.66,5133.81,30,87.48,24.79,0.0028
MKT000005824,16/03/2024,CMP00162,CH01,1207.69,4046.06,18,86.14,67.09,0.0134
MKT000005832,08/02/2024,CMP00192,CH01,575.46,1415.51,8,68.1,71.93,0.0006
MKT000005835,19/04/2024,CMP00230,CH01,682.51,2266.7,9,77.28,75.83,0.0011
MKT000005840,23/09/2024,CMP00272,CH05,"2228,57",584.66,1,116.87,2228.57,0.0001
MKT000005841,31/12/2024,CMP00165,CH01,"1075,26",7714.8,43,126.6,25.01,0.0211
MKT000005846,20/06/2024,CMP00050,CH01,742.46,5935.78,26,106.06,28.56,0.0018
MKT000005849,25/08/2024,CMP00193,CH01,2860.05,16569.32,93,88.49,30.75,0.0543
MKT000005851,18/08/2024,CMP00258,CH03,212.92,1521.78,8,89.37,26.62,0.0006
MKT000005852,10/11/2024,CMP00131,CH04,789.94,4470.8,19,87.96,41.58,0.0091
MKT000005856,08/11/2024,CMP00084,CH04,1246.7,5793.82,19,102.87,65.62,0.0021
MKT000005858,01/11/2024,CMP00256,CH06,2073.79,5465.15,30,34.0,69.13,0.0057
MKT000005872,30/12/2024,CMP00190,CH06,3581.25,14583.02,90,100.8,39.79,0.01
MKT000005873,14/03/2024,CMP00245,CH01,1229.94,7296.63,23,100.97,53.48,0.0026
MKT000005876,02/09/2024,CMP00209,CH04,2869.1,17790.01,105,71.59,27.32,0.0125
MKT000005882,12/07/2024,CMP00191,CH01,890.23,5231.64,28,87.89,31.79,0.0016
MKT000005884,12/04/2024,CMP00135,CH02,293.96,1999.78,14,81.69,21.0,0.01
MKT000005894,19/12/2024,CMP00187,CH04,7388.68,29226.62,114,70.73,64.81,0.0113
MKT000005903,30/03/2024,CMP00093,CH06,3220.49,6821.37,27,96.9,119.28,0.0017
MKT000005904,30/10/2024,CMP00165,CH01,1696.89,11216.86,66,101.07,25.71,0.0602
MKT000005905,16/11/2024,CMP00192,CH01,2539.59,8802.74,54,64.64,47.03,0.004
MKT000005906,24/01/2024,CMP00202,CH03,1898.47,18455.48,113,83.96,16.8,0.0068
MKT000005913,11/05/2024,CMP00090,CH03,680.66,2446.57,18,99.04,37.81,0.0014
MKT000005915,09/01/2024,CMP00067,CH05,417.35,2134.17,19,56.94,21.97,0.0018
MKT000005917,03/11/2024,CMP00046,CH05,2129.73,7606.86,26,100.19,81.91,0.0085
MKT000005918,05/11/2024,CMP00059,CH05,1956.86,13562.02,77,80.42,25.41,0.0084
MKT000005933,27/01/2024,CMP00237,CH01,1723.5,5374.85,33,81.72,52.23,0.02
MKT000005936,28/02/2024,CMP00278,CH01,3095.82,22390.57,81,47.11,38.22,0.0267
MKT000005938,29/06/2024,CMP00091,CH06,1048.32,2914.27,12,105.69,87.36,0.0007
MKT000005941,30/01/2024,CMP00183,CH02,97.61,705.42,1,74.53,97.61,0.0004
MKT000005951,28/09/2024,CMP00088,CH01,1271.0,6646.08,33,70.82,38.52,0.0022
MKT000005952,21/10/2024,CMP00113,CH03,887.51,2656.16,12,45.35,73.96,0.0014
MKT000005953,27/11/2024,CMP00097,CH06,2738.65,7610.1,38,104.5,72.07,0.0043
MKT000005955,23/04/2024,CMP00003,CH03,192.89,1127.77,3,70.65,64.3,0.0002
MKT000005956,12/05/2024,CMP00207,CH01,466.28,1238.75,12,69.68,38.86,0.0008
MKT000005958,23/06/2024,CMP00202,CH03,1857.15,5837.66,40,105.32,46.43,0.0071
MKT000005959,12/09/2024,CMP00236,CH05,625.28,2767.76,9,105.29,69.48,0.001
MKT000005961,12/05/2024,CMP00185,CH02,84.42,22.78,1,100.12,84.42,0.0001
MKT000005966,20/08/2024,CMP00241,CH05,"485,18",3472.99,16,95.52,30.32,0.0012
MKT000005967,01/07/2024,CMP00003,CH03,2599.3,27504.71,205,75.67,12.68,0.08
MKT000005972,03/09/2024,CMP00096,CH03,1479.44,11015.59,63,81.14,23.48,0.0075
MKT000005974,08/01/2024,CMP00063,CH02,148.57,201.18,0,91.99,148.57,0.0001
MKT000005980,26/09/2024,CMP00196,CH03,338.28,4166.14,33,91.9,10.25,0.002
MKT000005992,10/05/2024,CMP00261,CH03,645.62,6938.83,55,97.64,11.74,0.029
MKT000005993,19/08/2024,CMP00098,CH03,289.56,2066.56,19,80.38,15.24,0.0053
MKT000005996,28/10/2024,CMP00099,CH02,216.36,835.9,1,78.54,216.36,0.0006
MKT000005997,03/09/2024,CMP00110,CH06,856.24,2470.7,7,120.58,122.32,0.0025
MKT000005999,24/06/2024,CMP00204,CH04,"610,08",3459.66,23,102.04,26.53,0.0045
MKT000006006,02/11/2024,CMP00074,CH01,2633.22,6362.81,30,99.53,87.77,0.0049
MKT000006010,06/09/2024,CMP00205,CH03,717.38,3990.8,34,64.7,21.1,0.002
MKT000006012,21/12/2024,CMP00107,CH05,2354.13,17452.68,56,102.45,42.04,0.0035
MKT000006014,22/06/2024,CMP00106,CH04,840.2,5053.38,14,81.27,60.01,0.0009
MKT000006016,21/12/2024,CMP00187,CH04,3763.91,4481.8,25,81.76,150.56,0.0044
MKT000006024,19/03/2024,CMP00208,CH01,1845.48,6194.45,32,102.31,57.67,0.0102
MKT000006026,15/10/2024,CMP00250,CH03,946.69,9084.38,48,128.46,19.72,0.0226
MKT000006032,24/04/2024,CMP00240,CH03,525.93,5661.91,39,59.22,13.49,0.0022
MKT000006038,08/10/2024,CMP00029,CH01,2302.11,7855.03,34,83.65,67.71,0.01
MKT000006046,01/01/2024,CMP00132,CH04,791.85,4063.26,29,106.06,27.31,0.0016
MKT000006052,09/10/2024,CMP00007,CH03,159.48,1701.57,11,90.48,14.5,0.0014
MKT000006055,30/07/2024,CMP00112,CH01,1573.76,2295.33,8,68.52,196.72,0.0005
MKT000006062,06/11/2024,CMP00040,CH01,1400.5,11139.65,65,91.63,21.55,0.007
MKT000006063,08/10/2024,CMP00139,CH03,92.66,1002.28,6,83.11,15.44,0.0003
MKT000006064,29/03/2024,CMP00123,CH06,791.32,773.32,5,113.24,158.26,0.0004
MKT000006068,31/05/2024,CMP00015,CH02,82.67,1165.51,6,76.0,13.78,0.0008
MKT000006073,15/09/2024,CMP00072,CH04,1615.92,3522.44,12,94.17,134.66,0.0008
MKT000006074,14/02/2024,CMP00119,CH01,932.45,9044.88,51,107.24,18.28,0.0164
MKT000006075,09/02/2024,CMP00150,CH03,281.05,3217.49,24,57.26,11.71,0.0062
MKT000006080,09/05/2024,CMP00053,CH04,617.43,3242.38,14,77.73,44.1,0.0014
MKT000006082,21/09/2024,CMP00171,CH04,400.45,557.41,2,102.37,200.23,0.0002
MKT000006086,30/05/2024,CMP00065,CH03,670.1,6509.56,59,115.1,11.36,0.0098
MKT000006090,17/12/2024,CMP00050,CH01,1762.96,11757.56,46,89.29,38.33,0.0035
MKT000006097,03/01/2024,CMP00190,CH06,960.81,3274.89,12,108.09,80.07,0.0017
MKT000006098,15/11/2024,CMP00024,CH04,3631.23,25391.19,117,57.05,31.04,0.0586
MKT000006106,26/02/2024,CMP00072,CH04,2529.92,14198.02,48,94.94,52.71,0.0059
MKT000006111,19/02/2024,CMP00051,CH04,2190.89,4119.81,10,113.15,219.09,0.0009
MKT000006119,05/03/2024,CMP00190,CH06,4705.63,26613.21,88,67.95,53.47,0.0098
MKT000006121,06/07/2024,CMP00051,CH04,816.35,6227.52,31,72.17,26.33,0.0039
MKT000006125,07/03/2024,CMP00268,CH01,3121.78,14582.58,81,80.26,38.54,0.0077
MKT000006128,07/12/2024,CMP00082,CH06,1581.45,4015.52,13,114.41,121.65,0.0018
MKT000006136,29/07/2024,CMP00023,CH05,3595.82,23472.18,81,55.64,44.39,0.0129
MKT000006138,23/07/2024,CMP00049,CH01,812.81,2877.47,16,73.92,50.8,0.0013
MKT000006146,09/07/2024,CMP00243,CH03,521.89,5291.93,43,108.95,12.14,0.0071
MKT000006148,20/05/2024,CMP00226,CH02,"433,15",2546.86,17,82.46,25.48,0.0086
MKT000006153,16/12/2024,CMP00026,CH02,567.93,8739.79,39,66.59,14.56,0.0074
MKT000006156,17/03/2024,CMP00142,CH06,3019.43,14657.16,39,87.97,77.42,0.0048
MKT000006157,01/12/2024,CMP00199,CH04,1248.28,2015.04,13,78.99,96.02,0.0059
MKT000006161,18/11/2024,CMP00017,CH04,"762,13",1477.77,4,70.43,190.53,0.0003
MKT000006162,05/05/2024,CMP00268,CH01,3487.77,8739.86,40,102.85,87.19,0.0043
MKT000006167,20/11/2024,CMP00271,CH03,1153.17,10747.09,87,100.17,13.25,0.0152
MKT000006172,09/09/2024,CMP00270,CH01,630.42,3919.86,23,66.45,27.41,0.0022
MKT000006173,27/01/2024,CMP00248,CH01,1092.14,5218.13,17,93.43,64.24,0.003
MKT000006175,31/12/2024,CMP00132,CH04,6263.03,14909.55,57,80.59,109.88,0.0095
MKT000006177,20/09/2024,CMP00016,CH01,1165.18,9652.25,51,71.54,22.85,0.0029
MKT000006179,13/09/2024,CMP00174,CH05,1648.73,7368.91,27,79.41,61.06,0.0016
MKT000006181,22/04/2024,CMP00072,CH04,2577.71,22063.54,89,72.62,28.96,0.0129
MKT000006184,01/06/2024,CMP00223,CH04,1798.53,8309.91,33,46.67,54.5,0.002
MKT000006185,17/05/2024,CMP00116,CH04,822.65,4247.75,14,104.37,58.76,0.0026
MKT000006186,11/03/2024,CMP00263,CH04,3699.6,32628.92,175,109.37,21.14,0.0156
MKT000006189,16/04/2024,CMP00083,CH05,432.01,588.5,2,78.92,216.0,0.0001
MKT000006190,09/06/2024,CMP00144,CH04,642.26,1560.57,8,112.61,80.28,0.0014
MKT000006196,07/11/2024,CMP00203,CH02,189.02,1801.79,9,91.28,21.0,0.0017
MKT000006198,08/03/2024,CMP00026,CH02,401.49,7029.95,24,76.43,16.73,0.0111
MKT000006199,30/10/2024,CMP00198,CH04,"594,42",2803.89,11,101.33,54.04,0.0007
MKT000006201,04/03/2024,CMP00235,CH06,1111.71,2376.12,13,105.81,85.52,0.0007
MKT000006202,17/04/2024,CMP00063,CH02,100.26,570.91,1,66.84,100.26,0.0002
MKT000006203,23/05/2024,CMP00159,CH02,84.37,1182.48,9,64.26,9.37,0.0053
MKT000006208,24/06/2024,CMP00017,CH04,1513.42,3123.29,16,93.51,94.59,0.0009
MKT000006212,08/05/2024,CMP00015,CH02,289.51,2697.8,11,87.97,26.32,0.0007
MKT000006216,11/08/2024,CMP00087,CH06,2261.46,3479.41,13,100.09,173.96,0.0048
MKT000006218,18/11/2024,CMP00201,CH02,563.91,7258.42,31,111.82,18.19,0.0269
MKT000006220,21/09/2024,CMP00201,CH02,284.99,2379.87,10,68.6,28.5,0.0032
MKT000006221,30/08/2024,CMP00077,CH01,1483.36,7160.38,23,94.38,64.49,0.0122
MKT000006232,14/12/2024,CMP00181,CH01,234.29,1132.43,5,108.73,46.86,0.0007
MKT000006233,11/02/2024,CMP00016,CH01,1986.1,14685.37,73,89.69,27.21,0.0162
MKT000006235,25/04/2024,CMP00127,CH03,443.97,1449.01,5,78.33,88.79,0.0028
MKT000006253,16/06/2024,CMP00226,CH02,296.89,6858.1,42,107.92,7.07,0.008
MKT000006256,28/07/2024,CMP00280,CH01,1449.01,2238.01,11,76.37,131.73,0.0008
MKT000006257,12/05/2024,CMP00137,CH03,1823.21,18552.97,171,117.18,10.66,0.0679
MKT000006260,11/05/2024,CMP00220,CH04,1127.25,4684.54,16,103.15,70.45,0.0016
MKT000006264,05/07/2024,CMP00266,CH01,4398.11,35483.96,147,106.8,29.92,0.0095
MKT000006265,19/07/2024,CMP00213,CH02,196.72,1674.57,6,109.05,32.79,0.0004
MKT000006266,01/12/2024,CMP00210,CH06,1344.87,2405.06,12,70.23,112.07,0.0007
MKT000006268,24/07/2024,CMP00211,CH01,275.68,1425.37,6,87.53,45.95,0.0005
MKT000006270,20/03/2024,CMP00102,CH02,96.17,84.48,2,81.1,48.08,0.0002
MKT000006271,20/02/2024,CMP00155,CH03,646.82,6095.52,51,75.37,12.68,0.007
MKT000006272,23/06/2024,CMP00091,CH06,1194.03,7541.57,43,122.28,27.77,0.0027
MKT000006274,07/12/2024,CMP00030,CH02,89.84,900.26,4,89.76,22.46,0.0014
MKT000006277,24/04/2024,CMP00271,CH03,484.13,2580.13,14,105.07,34.58,0.0032
MKT000006278,10/08/2024,CMP00193,CH01,596.36,2913.43,11,74.74,54.21,0.0007
MKT000006281,26/11/2024,CMP00018,CH01,1603.81,4691.1,25,82.11,64.15,0.0072
MKT000006283,25/01/2024,CMP00074,CH01,970.14,2962.57,10,80.05,97.01,0.003
MKT000006292,04/06/2024,CMP00186,CH04,845.31,4945.54,21,94.69,40.25,0.0032
MKT000006295,17/04/2024,CMP00059,CH05,4510.4,35686.79,162,103.58,27.84,0.0468
MKT000006297,06/02/2024,CMP00214,CH03,"368,38",1439.71,10,117.83,36.84,0.0006
MKT000006299,23/07/2024,CMP00276,CH05,"319,57",3354.69,17,73.83,18.8,0.0012
MKT000006301,02/09/2024,CMP00275,CH05,1246.12,3996.99,27,102.02,46.15,0.0021
MKT000006306,03/03/2024,CMP00218,CH01,781.24,4426.54,12,102.11,65.1,0.0039
MKT000006308,12/04/2024,CMP00186,CH04,829.87,4191.11,27,71.45,30.74,0.0053
MKT000006309,20/07/2024,CMP00035,CH01,"4144,46",15549.05,63,81.43,65.79,0.013
MKT000006310,06/12/2024,CMP00068,CH01,443.56,1941.87,3,96.83,147.85,0.0003
MKT000006317,03/06/2024,CMP00043,CH01,2032.27,8073.94,40,78.87,50.81,0.0034
MKT000006320,19/03/2024,CMP00161,CH01,830.06,3048.67,24,104.13,34.59,0.0021
MKT000006321,12/08/2024,CMP00181,CH01,1729.73,4780.15,20,79.01,86.49,0.0013
MKT000006322,15/10/2024,CMP00168,CH01,4228.08,21934.71,65,55.35,65.05,0.0038
MKT000006323,19/04/2024,CMP00019,CH03,423.58,4193.31,26,51.09,16.29,0.0016
MKT000006328,22/12/2024,CMP00242,CH06,2613.09,12908.04,41,83.32,63.73,0.0029
MKT000006329,26/12/2024,CMP00146,CH01,626.51,1846.08,5,98.84,125.3,0.0003
MKT000006330,20/08/2024,CMP00187,CH04,505.45,1436.06,6,124.45,84.24,0.0026
MKT000006332,19/01/2024,CMP00001,CH04,2012.76,7069.74,29,112.54,69.41,0.003
MKT000006334,28/03/2024,CMP00258,CH03,263.21,3521.56,44,86.56,5.98,0.0043
MKT000006336,31/10/2024,CMP00041,CH06,3424.06,3201.0,13,83.6,263.39,0.0055
MKT000006340,26/12/2024,CMP00116,CH04,1401.72,2331.56,13,66.03,107.82,0.0008
MKT000006345,25/12/2024,CMP00231,CH01,3044.83,17069.98,61,110.82,49.92,0.0057
MKT000006347,21/09/2024,CMP00181,CH01,448.95,1057.61,7,101.93,64.14,0.0009
MKT000006353,07/04/2024,CMP00119,CH01,3366.58,9596.57,56,95.76,60.12,0.0049
MKT000006354,18/10/2024,CMP00269,CH01,751.38,3573.81,17,69.5,44.2,0.0025
MKT000006359,18/06/2024,CMP00180,CH01,8168.67,22080.68,90,63.84,90.76,0.0167
MKT000006361,21/01/2024,CMP00195,CH05,921.45,4042.28,25,129.23,36.86,0.0014
MKT000006367,30/11/2024,CMP00246,CH03,673.81,3625.68,14,115.75,48.13,0.0014
MKT000006368,21/01/2024,CMP00010,CH01,235.4,1423.45,5,112.84,47.08,0.0004
MKT000006373,07/07/2024,CMP00070,CH05,834.86,7613.86,41,100.27,20.36,0.0055
MKT000006382,22/08/2024,CMP00120,CH04,1928.03,491.29,2,92.71,964.01,0.0003
MKT000006385,10/09/2024,CMP00175,CH05,714.02,5019.16,25,85.82,28.56,0.0021
MKT000006387,14/05/2024,CMP00066,CH04,583.27,2309.16,14,61.53,41.66,0.0011
MKT000006391,13/09/2024,CMP00134,CH01,448.35,2254.27,9,107.9,49.82,0.0007
MKT000006401,26/12/2024,CMP00224,CH02,1071.98,12857.05,52,75.82,20.62,0.0325
MKT000006402,06/02/2024,CMP00090,CH03,139.51,1333.47,5,70.9,27.9,0.0004
